Date,Stock,Value
03/12/2018,Gap,0.845033637
03/12/2018,Etsy,-0.721946904
03/12/2018,Ebay,-1.322929453
03/12/2018,Alibaba,-0.243297311
03/12/2018,Amazon,-0.881213917
04/12/2018,Costco,-1.040173529
04/12/2018,T K Maxx,-1.148271856
04/12/2018,Gap,0.681788309
04/12/2018,Etsy,-0.748640632
04/12/2018,Ebay,-1.393125204
04/12/2018,Alibaba,-0.342202627
04/12/2018,Amazon,-1.027685181
06/12/2018,Costco,-0.986228295
06/12/2018,T K Maxx,-1.214060214
06/12/2018,Gap,0.771184967
06/12/2018,Etsy,-0.738975655
06/12/2018,Ebay,-1.377443
06/12/2018,Alibaba,-0.388175104
06/12/2018,Amazon,-0.984304394
07/12/2018,Costco,-1.05190735
07/12/2018,T K Maxx,-1.322471917
07/12/2018,Gap,0.690857684
07/12/2018,Etsy,-0.763214792
07/12/2018,Ebay,-1.408060429
07/12/2018,Alibaba,-0.438909859
07/12/2018,Amazon,-1.083013495
10/12/2018,Costco,-1.069232418
10/12/2018,T K Maxx,-1.237224111
10/12/2018,Gap,0.686970972
10/12/2018,Etsy,-0.741430246
10/12/2018,Ebay,-1.414034307
10/12/2018,Alibaba,-0.468764651
10/12/2018,Amazon,-1.066247313
11/12/2018,Costco,-1.03899202
11/12/2018,T K Maxx,-1.281700984
11/12/2018,Gap,0.71158691
11/12/2018,Etsy,-0.742350739
11/12/2018,Ebay,-1.408807107
11/12/2018,Alibaba,-0.461438176
11/12/2018,Amazon,-1.063133483
12/12/2018,Costco,-1.028754607
12/12/2018,T K Maxx,-1.247417403
12/12/2018,Gap,0.753046502
12/12/2018,Etsy,-0.709367118
12/12/2018,Ebay,-1.409553785
12/12/2018,Alibaba,-0.467482413
12/12/2018,Amazon,-1.034532425
13/12/2018,Costco,-1.038913422
13/12/2018,T K Maxx,-1.274288731
13/12/2018,Gap,0.644215998
13/12/2018,Etsy,-0.74587921
13/12/2018,Ebay,-1.411047292
13/12/2018,Alibaba,-0.467848806
13/12/2018,Amazon,-1.041802543
14/12/2018,Costco,-1.192084809
14/12/2018,T K Maxx,-1.328957405
14/12/2018,Gap,0.641625522
14/12/2018,Etsy,-0.756771454
14/12/2018,Ebay,-1.419261507
14/12/2018,Alibaba,-0.513271833
14/12/2018,Amazon,-1.135453498
17/12/2018,Costco,-1.23012215
17/12/2018,T K Maxx,-1.41049778
17/12/2018,Gap,0.492631947
17/12/2018,Etsy,-0.805403115
17/12/2018,Ebay,-1.451372292
17/12/2018,Alibaba,-0.605217067
17/12/2018,Amazon,-1.235486686
18/12/2018,Costco,-1.224137024
18/12/2018,T K Maxx,-1.435515578
18/12/2018,Gap,0.505587464
18/12/2018,Etsy,-0.794971089
18/12/2018,Ebay,-1.449878936
18/12/2018,Alibaba,-0.663094681
18/12/2018,Amazon,-1.192416122
19/12/2018,Costco,-1.236579751
19/12/2018,T K Maxx,-1.475359374
19/12/2018,Gap,0.455059636
19/12/2018,Etsy,-0.822431808
19/12/2018,Ebay,-1.464814009
19/12/2018,Alibaba,-0.730496853
19/12/2018,Amazon,-1.271879199
20/12/2018,Costco,-1.270285316
20/12/2018,T K Maxx,-1.587477762
20/12/2018,Gap,0.439512218
20/12/2018,Etsy,-0.85004603
20/12/2018,Ebay,-1.487963901
20/12/2018,Alibaba,-0.76767784
20/12/2018,Amazon,-1.320134751
21/12/2018,Costco,-1.290839503
21/12/2018,T K Maxx,-1.633807418
21/12/2018,Gap,0.381210681
21/12/2018,Etsy,-0.920308734
21/12/2018,Ebay,-1.593256696
21/12/2018,Alibaba,-0.82463989
21/12/2018,Amazon,-1.437610461
24/12/2018,Costco,-1.326513953
24/12/2018,T K Maxx,-1.66160551
24/12/2018,Gap,0.391574867
24/12/2018,Etsy,-0.928899832
24/12/2018,Ebay,-1.626114462
24/12/2018,Alibaba,-0.826654635
24/12/2018,Amazon,-1.484795177
26/12/2018,Costco,-1.258472515
26/12/2018,T K Maxx,-1.456827437
26/12/2018,Gap,0.539273062
26/12/2018,Etsy,-0.870910024
26/12/2018,Ebay,-1.49841815
26/12/2018,Alibaba,-0.714745281
26/12/2018,Amazon,-1.305946873
27/12/2018,Costco,-1.239178563
27/12/2018,T K Maxx,-1.456827437
27/12/2018,Gap,0.580731799
27/12/2018,Etsy,-0.864006527
27/12/2018,Ebay,-1.484976585
27/12/2018,Alibaba,-0.706503242
27/12/2018,Amazon,-1.3189934
28/12/2018,Costco,-1.231618049
28/12/2018,T K Maxx,-1.459607358
28/12/2018,Gap,0.513361458
28/12/2018,Etsy,-0.864926962
28/12/2018,Ebay,-1.469294682
28/12/2018,Alibaba,-0.694781161
28/12/2018,Amazon,-1.295915284
31/12/2018,Costco,-1.218466926
31/12/2018,T K Maxx,-1.373433905
31/12/2018,Gap,0.531499638
31/12/2018,Etsy,-0.860631442
31/12/2018,Ebay,-1.48198957
31/12/2018,Alibaba,-0.731778811
31/12/2018,Amazon,-1.262171591
02/01/2019,Costco,-1.210197889
02/01/2019,T K Maxx,-1.380847277
02/01/2019,Gap,0.530203687
02/01/2019,Etsy,-0.869375927
02/01/2019,Ebay,-1.423742331
02/01/2019,Alibaba,-0.738555836
02/01/2019,Amazon,-1.209816292
03/01/2019,Costco,-1.244376185
03/01/2019,T K Maxx,-1.42439664
03/01/2019,Gap,0.535386635
03/01/2019,Etsy,-0.884256918
03/01/2019,Ebay,-1.463320653
03/01/2019,Alibaba,-0.850281853
03/01/2019,Amazon,-1.264552755
04/01/2019,Costco,-1.198542665
04/01/2019,T K Maxx,-1.312278252
04/01/2019,Gap,0.484857668
04/01/2019,Etsy,-0.827954652
04/01/2019,Ebay,-1.414781136
04/01/2019,Alibaba,-0.682692687
04/01/2019,Amazon,-1.158728754
07/01/2019,Costco,-1.192557667
07/01/2019,T K Maxx,-1.199234963
07/01/2019,Gap,0.636442859
07/01/2019,Etsy,-0.799266609
07/01/2019,Ebay,-1.377443
07/01/2019,Alibaba,-0.621334753
07/01/2019,Amazon,-1.08247797
08/01/2019,Costco,-1.18035086
08/01/2019,T K Maxx,-1.135299015
08/01/2019,Gap,0.491696742
08/01/2019,Etsy,-0.763828396
08/01/2019,Ebay,-1.337864678
08/01/2019,Alibaba,-0.553749803
08/01/2019,Amazon,-1.044338496
09/01/2019,Costco,-1.169719441
09/01/2019,T K Maxx,-1.139005701
09/01/2019,Gap,0.601531408
09/01/2019,Etsy,-0.780857147
09/01/2019,Ebay,-1.316208444
09/01/2019,Alibaba,-0.459789824
09/01/2019,Amazon,-1.040337212
10/01/2019,Costco,-1.163891765
10/01/2019,T K Maxx,-1.155684109
10/01/2019,Gap,0.495619073
10/01/2019,Etsy,-0.80279508
10/01/2019,Ebay,-1.295299341
10/01/2019,Alibaba,-0.464002372
10/01/2019,Amazon,-1.044845859
11/01/2019,Costco,-1.164915698
11/01/2019,T K Maxx,-1.121400156
11/01/2019,Gap,0.494311439
11/01/2019,Etsy,-0.791596004
11/01/2019,Ebay,-1.307247702
11/01/2019,Alibaba,-0.470779117
11/01/2019,Amazon,-1.066909465
14/01/2019,Costco,-1.176807351
14/01/2019,T K Maxx,-1.184408966
14/01/2019,Gap,0.506080141
14/01/2019,Etsy,-0.792056222
14/01/2019,Ebay,-1.322182775
14/01/2019,Alibaba,-0.508326497
14/01/2019,Amazon,-1.09980784
15/01/2019,Costco,-1.160820733
15/01/2019,T K Maxx,-1.134371878
15/01/2019,Gap,0.451162951
15/01/2019,Etsy,-0.75692484
15/01/2019,Ebay,-1.287831805
15/01/2019,Alibaba,-0.4788381
15/01/2019,Amazon,-1.019006272
16/01/2019,Costco,-1.167514636
16/01/2019,T K Maxx,-1.114913922
16/01/2019,Gap,0.451162951
16/01/2019,Etsy,-0.753856646
16/01/2019,Ebay,-1.316208444
16/01/2019,Alibaba,-0.406307815
16/01/2019,Amazon,-1.006015856
17/01/2019,Costco,-1.157434419
17/01/2019,T K Maxx,-1.071363441
17/01/2019,Gap,0.54007605
17/01/2019,Etsy,-0.752936152
17/01/2019,Ebay,-1.309488039
17/01/2019,Alibaba,-0.385610907
17/01/2019,Amazon,-0.992715648
18/01/2019,Costco,-1.140660425
18/01/2019,T K Maxx,-0.963879621
18/01/2019,Gap,0.594993525
18/01/2019,Etsy,-0.733913028
18/01/2019,Ebay,-1.263188707
18/01/2019,Alibaba,-0.366379295
18/01/2019,Amazon,-0.988517223
22/01/2019,Costco,-1.150031737
22/01/2019,T K Maxx,-1.002795907
22/01/2019,Gap,0.455085282
22/01/2019,Etsy,-0.769044409
22/01/2019,Ebay,-1.121304152
22/01/2019,Alibaba,-0.455577275
22/01/2019,Amazon,-1.078730367
23/01/2019,Costco,-1.152473226
23/01/2019,T K Maxx,-1.012062434
23/01/2019,Gap,0.51261717
23/01/2019,Etsy,-0.764595445
23/01/2019,Ebay,-1.142960386
23/01/2019,Alibaba,-0.457775078
23/01/2019,Amazon,-1.067670293
24/01/2019,Costco,-1.166491086
24/01/2019,T K Maxx,-1.008355749
24/01/2019,Gap,0.495619073
24/01/2019,Etsy,-0.756771454
24/01/2019,Ebay,-1.139972918
24/01/2019,Alibaba,-0.387625653
24/01/2019,Amazon,-1.046663335
25/01/2019,Costco,-1.176255767
25/01/2019,T K Maxx,-0.990749831
25/01/2019,Gap,0.551844467
25/01/2019,Etsy,-0.746646259
25/01/2019,Ebay,-1.060069898
25/01/2019,Alibaba,-0.326267718
25/01/2019,Amazon,-1.024627677
28/01/2019,Costco,-1.162868215
28/01/2019,T K Maxx,-0.982411185
28/01/2019,Gap,0.563612599
28/01/2019,Etsy,-0.747873584
28/01/2019,Ebay,-1.037666986
28/01/2019,Alibaba,-0.331579448
28/01/2019,Amazon,-1.070671257
29/01/2019,Costco,-1.166491086
29/01/2019,T K Maxx,-1.002795907
29/01/2019,Gap,0.527000854
29/01/2019,Etsy,-0.76935124
29/01/2019,Ebay,-1.062310386
29/01/2019,Alibaba,-0.368943491
29/01/2019,Amazon,-1.132677838
30/01/2019,Costco,-1.158300646
30/01/2019,T K Maxx,-0.987970282
30/01/2019,Gap,0.495619073
30/01/2019,Etsy,-0.759072659
30/01/2019,Ebay,-1.033186011
30/01/2019,Alibaba,-0.186884712
30/01/2019,Amazon,-1.024825032
31/01/2019,Costco,-1.132470112
31/01/2019,T K Maxx,-0.911062985
31/01/2019,Gap,0.520462686
31/01/2019,Etsy,-0.752015658
31/01/2019,Ebay,-1.065297249
31/01/2019,Alibaba,-0.156297413
31/01/2019,Amazon,-0.956774172
01/02/2019,Costco,-1.166805731
01/02/2019,T K Maxx,-0.987970282
01/02/2019,Gap,0.462930513
01/02/2019,Etsy,-0.756157792
01/02/2019,Ebay,-1.016009997
01/02/2019,Alibaba,-0.165821691
01/02/2019,Amazon,-1.087099269
04/02/2019,Costco,-1.159639351
04/02/2019,T K Maxx,-0.979630519
04/02/2019,Gap,0.499542259
04/02/2019,Etsy,-0.750634947
04/02/2019,Ebay,-0.960750377
04/02/2019,Alibaba,-0.189082795
04/02/2019,Amazon,-1.07712422
05/02/2019,Costco,-1.156253037
05/02/2019,T K Maxx,-0.958318661
05/02/2019,Gap,0.491696742
05/02/2019,Etsy,-0.739896148
05/02/2019,Ebay,-0.939841274
05/02/2019,Alibaba,-0.095122815
05/02/2019,Amazon,-1.041196718
06/02/2019,Costco,-1.156331889
06/02/2019,T K Maxx,-1.00094275
06/02/2019,Gap,0.422396437
06/02/2019,Etsy,-0.783618569
06/02/2019,Ebay,-0.92863929
06/02/2019,Alibaba,-0.100800658
06/02/2019,Amazon,-1.067332123
07/02/2019,Costco,-1.171966411
07/02/2019,T K Maxx,-1.023180628
07/02/2019,Gap,0.453778218
07/02/2019,Etsy,-0.799880271
07/02/2019,Ebay,-0.945815304
07/02/2019,Alibaba,-0.184320516
07/02/2019,Amazon,-1.103809125
08/02/2019,Costco,-1.182232103
08/02/2019,T K Maxx,-0.984263969
08/02/2019,Gap,0.449855032
08/02/2019,Etsy,-0.775027471
08/02/2019,Ebay,-0.945068626
08/02/2019,Alibaba,-0.176994321
08/02/2019,Amazon,-1.140652244
11/02/2019,Costco,-1.17457261
11/02/2019,T K Maxx,-0.969438345
11/02/2019,Gap,0.442009801
11/02/2019,Etsy,-0.775027471
11/02/2019,Ebay,-0.920425226
11/02/2019,Alibaba,-0.175345968
11/02/2019,Amazon,-1.136735448
12/02/2019,Costco,-1.149462065
12/02/2019,T K Maxx,-0.909209456
12/02/2019,Gap,0.481235959
12/02/2019,Etsy,-0.733913028
12/02/2019,Ebay,-0.875619402
12/02/2019,Alibaba,-0.152267922
12/02/2019,Amazon,-1.070502279
13/02/2019,Costco,-1.142354919
13/02/2019,T K Maxx,-0.878046392
13/02/2019,Gap,0.477313628
13/02/2019,Etsy,-0.746032597
13/02/2019,Ebay,-0.870392353
13/02/2019,Alibaba,-0.139630277
13/02/2019,Amazon,-1.067698456
14/02/2019,Costco,-1.134142697
14/02/2019,T K Maxx,-0.914326597
14/02/2019,Gap,0.4524703
14/02/2019,Etsy,-0.761066974
14/02/2019,Ebay,-0.865912284
14/02/2019,Alibaba,-0.158312159
14/02/2019,Amazon,-1.092143226
15/02/2019,Costco,-1.113375392
15/02/2019,T K Maxx,-0.84641827
15/02/2019,Gap,0.472083663
15/02/2019,Etsy,-0.751862272
15/02/2019,Ebay,-0.846495329
15/02/2019,Alibaba,-0.199156523
15/02/2019,Amazon,-1.112854367
19/02/2019,Costco,-1.100346178
19/02/2019,T K Maxx,-0.82316233
19/02/2019,Gap,0.487774126
19/02/2019,Etsy,-0.742350739
19/02/2019,Ebay,-0.811397832
19/02/2019,Alibaba,-0.125344
19/02/2019,Amazon,-1.085197304
20/02/2019,Costco,-1.108321589
20/02/2019,T K Maxx,-0.82037272
20/02/2019,Gap,0.483851511
20/02/2019,Etsy,-0.759226045
20/02/2019,Ebay,-0.834547875
20/02/2019,Alibaba,-0.115636386
20/02/2019,Amazon,-1.092918029
21/02/2019,Costco,-1.123166952
21/02/2019,T K Maxx,-0.855721316
21/02/2019,Gap,0.434164284
21/02/2019,Etsy,-0.776868458
21/02/2019,Ebay,-0.816625485
21/02/2019,Alibaba,-0.098236462
21/02/2019,Amazon,-1.096665847
22/02/2019,Costco,-1.11479677
22/02/2019,T K Maxx,-0.835256104
22/02/2019,Gap,0.431549302
22/02/2019,Etsy,-0.721026469
22/02/2019,Ebay,-0.77854067
22/02/2019,Alibaba,-0.001895623
22/02/2019,Amazon,-1.079589658
25/02/2019,Costco,-1.108795339
25/02/2019,T K Maxx,-0.923628526
25/02/2019,Gap,0.47992861
25/02/2019,Etsy,-0.685128039
25/02/2019,Ebay,-0.789742051
25/02/2019,Alibaba,0.114043222
25/02/2019,Amazon,-1.077560853
26/02/2019,Costco,-1.104373119
26/02/2019,T K Maxx,-0.893860267
26/02/2019,Gap,0.443317435
26/02/2019,Etsy,-0.53723874
26/02/2019,Ebay,-0.786755338
26/02/2019,Alibaba,0.119354672
26/02/2019,Amazon,-1.072770577
27/02/2019,Costco,-1.100898908
27/02/2019,T K Maxx,-0.722696134
27/02/2019,Gap,0.510002472
27/02/2019,Etsy,-0.489834462
27/02/2019,Ebay,-0.771819359
27/02/2019,Alibaba,0.138403227
27/02/2019,Amazon,-1.066162825
28/02/2019,Costco,-1.095450589
28/02/2019,T K Maxx,-0.74781231
28/02/2019,Gap,0.515233007
28/02/2019,Etsy,-0.497044849
28/02/2019,Ebay,-0.793556727
28/02/2019,Alibaba,0.110013731
28/02/2019,Amazon,-1.067937949
01/03/2019,Costco,-1.089922781
01/03/2019,T K Maxx,-0.679905473
01/03/2019,Gap,1.052637349
01/03/2019,Etsy,-0.474033036
01/03/2019,Ebay,-0.778566355
01/03/2019,Alibaba,0.125582246
01/03/2019,Amazon,-1.022993367
04/03/2019,Costco,-1.098056152
04/03/2019,T K Maxx,-0.736650145
04/03/2019,Gap,0.821200455
04/03/2019,Etsy,-0.532022785
04/03/2019,Ebay,-0.786061239
04/03/2019,Alibaba,0.187306295
04/03/2019,Amazon,-0.98855936
05/03/2019,Costco,-1.086922193
05/03/2019,T K Maxx,-0.713393832
05/03/2019,Gap,0.75189958
05/03/2019,Etsy,-0.507169985
05/03/2019,Ebay,-0.795805524
05/03/2019,Alibaba,0.146095816
05/03/2019,Amazon,-0.993828836
06/03/2019,Costco,-1.091581225
06/03/2019,T K Maxx,-0.688277656
06/03/2019,Gap,0.669523509
06/03/2019,Etsy,-0.51591447
06/03/2019,Ebay,-0.819041386
06/03/2019,Alibaba,0.130893695
06/03/2019,Amazon,-1.026910163
07/03/2019,Costco,-1.110848427
07/03/2019,T K Maxx,-0.705021649
07/03/2019,Gap,0.68782981
07/03/2019,Etsy,-0.5588699
07/03/2019,Ebay,-0.864014918
07/03/2019,Alibaba,0.005430852
07/03/2019,Amazon,-1.087493765
08/03/2019,Costco,-1.023750867
08/03/2019,T K Maxx,-0.800836136
08/03/2019,Gap,0.584532742
08/03/2019,Etsy,-0.550739078
08/03/2019,Ebay,-0.888000177
08/03/2019,Alibaba,-0.036512413
08/03/2019,Amazon,-1.094749694
11/03/2019,Costco,-1.008984611
11/03/2019,T K Maxx,-0.709673359
11/03/2019,Gap,0.632912619
11/03/2019,Etsy,-0.506402878
11/03/2019,Ebay,-0.861016421
11/03/2019,Alibaba,0.062026508
11/03/2019,Amazon,-1.024557377
12/03/2019,Costco,-0.983163249
12/03/2019,T K Maxx,-0.687347165
12/03/2019,Gap,0.589762706
12/03/2019,Etsy,-0.498885719
12/03/2019,Ebay,-0.858768227
12/03/2019,Alibaba,0.066056
12/03/2019,Amazon,-1.02106324
13/03/2019,Costco,-0.956157448
13/03/2019,T K Maxx,-0.63711444
13/03/2019,Gap,0.593685892
13/03/2019,Etsy,-0.514226927
13/03/2019,Ebay,-0.845276047
13/03/2019,Alibaba,0.067337958
13/03/2019,Amazon,-0.996111322
14/03/2019,Costco,-0.976214445
14/03/2019,T K Maxx,-0.672464154
14/03/2019,Gap,0.530924039
14/03/2019,Etsy,-0.517908785
14/03/2019,Ebay,-0.853521537
14/03/2019,Alibaba,0.061110664
14/03/2019,Amazon,-1.00257826
15/03/2019,Costco,-0.978109446
15/03/2019,T K Maxx,-0.703161413
15/03/2019,Gap,0.500849892
15/03/2019,Etsy,-0.518215674
15/03/2019,Ebay,-0.857268526
15/03/2019,Alibaba,0.072283294
15/03/2019,Amazon,-0.965749114
18/03/2019,Costco,-0.954499258
18/03/2019,T K Maxx,-0.649206723
18/03/2019,Gap,0.536153434
18/03/2019,Etsy,-0.523431629
18/03/2019,Ebay,-0.859516719
18/03/2019,Alibaba,0.088034865
18/03/2019,Amazon,-0.923777334
19/03/2019,Costco,-0.950866833
19/03/2019,T K Maxx,-0.66130087
19/03/2019,Gap,0.554459734
19/03/2019,Etsy,-0.539539945
19/03/2019,Ebay,-0.814544093
19/03/2019,Alibaba,0.093712709
19/03/2019,Amazon,-0.896021593
20/03/2019,Costco,-0.951419691
20/03/2019,T K Maxx,-0.631532612
20/03/2019,Gap,0.506080141
20/03/2019,Etsy,-0.533403438
20/03/2019,Ebay,-0.827287178
20/03/2019,Alibaba,0.077961137
20/03/2019,Amazon,-0.846117543
21/03/2019,Costco,-0.931204861
21/03/2019,T K Maxx,-0.636183949
21/03/2019,Gap,0.478621261
21/03/2019,Etsy,-0.525119171
21/03/2019,Ebay,-0.789809134
21/03/2019,Alibaba,0.081990628
21/03/2019,Amazon,-0.815135536
22/03/2019,Costco,-0.946839893
22/03/2019,T K Maxx,-0.650137587
22/03/2019,Gap,0.400167806
22/03/2019,Etsy,-0.577586193
22/03/2019,Ebay,-0.831033864
22/03/2019,Alibaba,-0.013984097
22/03/2019,Amazon,-0.891907442
25/03/2019,Costco,-0.95149867
25/03/2019,T K Maxx,-0.608276672
25/03/2019,Gap,0.43808747
25/03/2019,Etsy,-0.549358309
25/03/2019,Ebay,-0.825787476
25/03/2019,Alibaba,0.03198866
25/03/2019,Amazon,-0.878536934
26/03/2019,Costco,-0.934916138
26/03/2019,T K Maxx,-0.603625708
26/03/2019,Gap,0.506080141
26/03/2019,Etsy,-0.551199296
26/03/2019,Ebay,-0.8122959
26/03/2019,Alibaba,0.019350735
26/03/2019,Amazon,-0.865152023
27/03/2019,Costco,-0.932231341
27/03/2019,T K Maxx,-0.583159378
27/03/2019,Gap,0.592378828
27/03/2019,Etsy,-0.585410125
27/03/2019,Ebay,-0.817541986
27/03/2019,Alibaba,0.000119123
27/03/2019,Amazon,-0.890597114
28/03/2019,Costco,-0.917938836
28/03/2019,T K Maxx,-0.583159378
28/03/2019,Gap,0.608069006
28/03/2019,Etsy,-0.560557442
28/03/2019,Ebay,-0.821290788
28/03/2019,Alibaba,0.012940105
28/03/2019,Amazon,-0.879720422
29/03/2019,Costco,-0.910673986
29/03/2019,T K Maxx,-0.569206485
29/03/2019,Gap,0.617221871
29/03/2019,Etsy,-0.559176673
29/03/2019,Ebay,-0.794306427
29/03/2019,Alibaba,0.099390552
29/03/2019,Amazon,-0.869393015
01/04/2019,Costco,-0.894486352
01/04/2019,T K Maxx,-0.569206485
01/04/2019,Gap,0.606761657
01/04/2019,Etsy,-0.544755899
01/04/2019,Ebay,-0.753830188
01/04/2019,Alibaba,0.070817999
01/04/2019,Amazon,-0.822278599
02/04/2019,Costco,-0.92362422
02/04/2019,T K Maxx,-0.581299514
02/04/2019,Gap,0.56753493
02/04/2019,Etsy,-0.520670207
02/04/2019,Ebay,-0.735841319
02/04/2019,Alibaba,0.086386513
02/04/2019,Amazon,-0.822574632
03/04/2019,Costco,-0.907989316
03/04/2019,T K Maxx,-0.572928076
03/04/2019,Gap,0.609377209
03/04/2019,Etsy,-0.524812399
03/04/2019,Ebay,-0.730593419
03/04/2019,Alibaba,0.02374662
03/04/2019,Amazon,-0.813106516
04/04/2019,Costco,-0.892828035
04/04/2019,T K Maxx,-0.472461507
04/04/2019,Gap,0.689137158
04/04/2019,Etsy,-0.54260814
04/04/2019,Ebay,-0.726097335
04/04/2019,Alibaba,0.074114982
04/04/2019,Amazon,-0.81569901
05/04/2019,Costco,-0.881220072
05/04/2019,T K Maxx,-0.485485027
05/04/2019,Gap,0.625067672
05/04/2019,Etsy,-0.543835464
05/04/2019,Ebay,-0.741837709
05/04/2019,Alibaba,0.152506447
05/04/2019,Amazon,-0.789746771
08/04/2019,Costco,-0.876087799
08/04/2019,T K Maxx,-0.465019442
08/04/2019,Gap,0.649910716
08/04/2019,Etsy,-0.552579948
08/04/2019,Ebay,-0.744085902
08/04/2019,Alibaba,0.173569469
08/04/2019,Amazon,-0.77202262
09/04/2019,Costco,-0.888801094
09/04/2019,T K Maxx,-0.512462185
09/04/2019,Gap,0.579042903
09/04/2019,Etsy,-0.567307494
09/04/2019,Ebay,-0.748583195
09/04/2019,Alibaba,0.186207393
09/04/2019,Amazon,-0.791775576
10/04/2019,Costco,-0.883273286
10/04/2019,T K Maxx,-0.454787023
10/04/2019,Gap,0.612035504
10/04/2019,Etsy,-0.543988909
10/04/2019,Ebay,-0.750831992
10/04/2019,Alibaba,0.167891625
10/04/2019,Amazon,-0.775587057
11/04/2019,Costco,-0.917780876
11/04/2019,T K Maxx,-0.505949866
11/04/2019,Gap,0.555288937
11/04/2019,Etsy,-0.552579948
11/04/2019,Ebay,-0.855770032
11/04/2019,Alibaba,0.145729423
11/04/2019,Amazon,-0.780180192
12/04/2019,Costco,-0.912174471
12/04/2019,T K Maxx,-0.498508174
12/04/2019,Gap,0.596199147
12/04/2019,Etsy,-0.587404557
12/04/2019,Ebay,-0.867013717
12/04/2019,Alibaba,0.217710537
12/04/2019,Amazon,-0.781603172
15/04/2019,Costco,-0.877588029
15/04/2019,T K Maxx,-0.473391998
15/04/2019,Gap,0.646347421
15/04/2019,Etsy,-0.574824771
15/04/2019,Ebay,-0.862515216
15/04/2019,Alibaba,0.110746518
15/04/2019,Amazon,-0.779053031
16/04/2019,Costco,-0.885405608
16/04/2019,T K Maxx,-0.450135686
16/04/2019,Gap,0.633150837
16/04/2019,Etsy,-0.573597446
16/04/2019,Ebay,-0.85052304
16/04/2019,Alibaba,0.160382093
16/04/2019,Amazon,-0.753452936
17/04/2019,Costco,-0.883668439
17/04/2019,T K Maxx,-0.397111487
17/04/2019,Gap,0.646347421
17/04/2019,Etsy,-0.604740081
17/04/2019,Ebay,-0.882004089
17/04/2019,Alibaba,0.192801081
17/04/2019,Amazon,-0.750945146
18/04/2019,Costco,-0.881694459
18/04/2019,T K Maxx,-0.391530405
18/04/2019,Gap,0.621273284
18/04/2019,Etsy,-0.617780084
18/04/2019,Ebay,-0.881254993
18/04/2019,Alibaba,0.181628451
18/04/2019,Amazon,-0.755354901
22/04/2019,Costco,-0.900566635
22/04/2019,T K Maxx,-0.457578123
22/04/2019,Gap,0.52097702
22/04/2019,Etsy,-0.616092601
22/04/2019,Ebay,-0.868511606
22/04/2019,Alibaba,0.153055898
22/04/2019,Amazon,-0.719258421
23/04/2019,Costco,-0.883510607
23/04/2019,T K Maxx,-0.385018831
23/04/2019,Gap,0.499862257
23/04/2019,Etsy,-0.58985909
23/04/2019,Ebay,-0.829534767
23/04/2019,Alibaba,0.188038802
23/04/2019,Amazon,-0.667889254
24/04/2019,Costco,-0.864717029
24/04/2019,T K Maxx,-0.363623501
24/04/2019,Gap,0.609396016
24/04/2019,Etsy,-0.576665641
24/04/2019,Ebay,-0.690868089
24/04/2019,Alibaba,0.158367348
24/04/2019,Amazon,-0.698913613
25/04/2019,Costco,-0.883352393
25/04/2019,T K Maxx,-0.395251623
25/04/2019,Gap,0.629191463
25/04/2019,Etsy,-0.549511754
25/04/2019,Ebay,-0.721599438
25/04/2019,Alibaba,0.198845318
25/04/2019,Amazon,-0.69820911
26/04/2019,Costco,-0.897408088
26/04/2019,T K Maxx,-0.397111487
26/04/2019,Gap,0.648986909
26/04/2019,Etsy,-0.551659513
26/04/2019,Ebay,-0.702860567
26/04/2019,Alibaba,0.184375705
26/04/2019,Amazon,-0.630045599
29/04/2019,Costco,-0.89377579
29/04/2019,T K Maxx,-0.423159273
29/04/2019,Gap,0.656905373
29/04/2019,Etsy,-0.525579389
29/04/2019,Ebay,-0.711105755
29/04/2019,Alibaba,0.181628451
29/04/2019,Amazon,-0.647234439
30/04/2019,Costco,-0.883905378
30/04/2019,T K Maxx,-0.413856226
30/04/2019,Gap,0.63579004
30/04/2019,Etsy,-0.554267491
30/04/2019,Ebay,-0.673628315
30/04/2019,Alibaba,0.156535938
30/04/2019,Amazon,-0.66401481
01/05/2019,Costco,-0.915017355
01/05/2019,T K Maxx,-0.501298902
01/05/2019,Gap,0.58960057
01/05/2019,Etsy,-0.565773397
01/05/2019,Ebay,-0.744836509
01/05/2019,Alibaba,0.225036732
01/05/2019,Amazon,-0.68514861
02/05/2019,Costco,-0.906330999
02/05/2019,T K Maxx,-0.453856532
02/05/2019,Gap,0.609396016
02/05/2019,Etsy,-0.546136669
02/05/2019,Ebay,-0.760575976
02/05/2019,Alibaba,0.244817795
02/05/2019,Amazon,-0.700223942
03/05/2019,Costco,-0.891090866
03/05/2019,T K Maxx,-0.492926719
03/05/2019,Gap,0.622593455
03/05/2019,Etsy,-0.521897531
03/05/2019,Ebay,-0.70885726
03/05/2019,Alibaba,0.333099931
03/05/2019,Amazon,-0.613378095
06/05/2019,Costco,-0.894170306
06/05/2019,T K Maxx,-0.478042962
06/05/2019,Gap,0.580363359
06/05/2019,Etsy,-0.531409123
06/05/2019,Ebay,-0.738839514
06/05/2019,Alibaba,0.205439006
06/05/2019,Amazon,-0.630158465
07/05/2019,Costco,-0.926151313
07/05/2019,T K Maxx,-0.549671018
07/05/2019,Gap,0.482706298
07/05/2019,Etsy,-0.563011975
07/05/2019,Ebay,-0.753830188
07/05/2019,Alibaba,0.08070839
